salary_sum
398180.0
390350.0
380270.0
376380.0
368860.0
344010.0
339170.0
320150.0
315130.0
311810.0
301670.0
301280.0
298580.0
262430.0
245550.0
243030.0
236310.0
236190.0
233690.0
233030.0
232590.0
231560.0
217180.0
216840.0
215870.0
211750.0
207040.0
206340.0
203730.0
203220.0
201540.0
199720.0
198390.0
197930.0
197440.0
196880.0
196680.0
196460.0
194450.0
191400.0
189370.0
187880.0
186680.0
185890.0
185820.0
185300.0
184730.0
184130.0
182520.0
182190.0
181810.0
180720.0
180060.0
178790.0
178750.0
177530.0
176120.0
175600.0
175330.0
174510.0
174220.0
174070.0
173740.0
173730.0
173560.0
173540.0
173400.0
173070.0
173000.0
171740.0
171360.0
168180.0
167440.0
167400.0
166500.0
166480.0
164280.0
163380.0
163040.0
162730.0
161040.0
160730.0
160360.0
160100.0
159530.0
159520.0
159520.0
159430.0
159410.0
159320.0
158050.0
158040.0
157040.0
156120.0
156030.0
155870.0
155720.0
154720.0
153790.0
153330.0
152790.0
151730.0
151450.0
151380.0
150580.0
150440.0
150400.0
149830.0
149230.0
149210.0
148310.0
147440.0
146940.0
146930.0
146770.0
146310.0
145930.0
145860.0
145480.0
144800.0
144730.0
144720.0
144590.0
143790.0
143710.0
143310.0
143270.0
143160.0
143080.0
142830.0
142790.0
142570.0
141450.0
141100.0
140310.0
139590.0
138340.0
138330.0
138210.0
137420.0
136580.0
136020.0
135950.0
134930.0
134840.0
134450.0
134320.0
134270.0
134210.0
134130.0
134080.0
133770.0
133580.0
133460.0
133290.0
133270.0
132910.0
132860.0
132760.0
131860.0
130450.0
130340.0
129870.0
129170.0
129160.0
129150.0
129020.0
128100.0
127820.0
127820.0
127610.0
127400.0
127190.0
127130.0
127130.0
127080.0
126990.0
126840.0
126730.0
126340.0
126300.0
126250.0
126150.0
126080.0
125820.0
125640.0
124680.0
124340.0
124190.0
123680.0
123510.0
123430.0
123390.0
123250.0
122880.0
122720.0
122120.0
121940.0
121660.0
121320.0
120640.0
119640.0
119330.0
119020.0
118960.0
118900.0
118240.0
117850.0
117390.0
117340.0
117300.0
117000.0
116650.0
116560.0
116510.0
116470.0
116250.0
116060.0
116030.0
115930.0
115600.0
115360.0
114970.0
114890.0
113690.0
113060.0
113020.0
112800.0
112790.0
112740.0
112460.0
112410.0
112290.0
112200.0
111810.0
111750.0
111220.0
110430.0
110210.0
109860.0
109780.0
109500.0
109120.0
109070.0
108810.0
108370.0
108070.0
107870.0
107680.0
107550.0
107480.0
107330.0
106840.0
106580.0
106500.0
106470.0
106460.0
106460.0
106450.0
106000.0
105990.0
105950.0
105700.0
105660.0
105480.0
105460.0
105240.0
105230.0
105150.0
104930.0
104600.0
104520.0
104410.0
104380.0
104200.0
104080.0
103930.0
103690.0
103480.0
103270.0
103220.0
103200.0
103100.0
102610.0
102600.0
102280.0
101580.0
101500.0
101480.0
101320.0
101210.0
100550.0
100350.0
100340.0
100020.0
99930.0
99360.0
99330.0
99080.0
98980.0
98720.0
98690.0
98610.0
98220.0
98040.0
97990.0
97660.0
97600.0
97520.0
97500.0
97070.0
96890.0
96550.0
96410.0
96390.0
96320.0
96280.0
96230.0
95930.0
95370.0
95350.0
95290.0
95170.0
95070.0
94700.0
94680.0
94640.0
94630.0
94610.0
94440.0
94280.0
93900.0
93880.0
93620.0
93610.0
93540.0
93500.0
93490.0
92900.0
92240.0
92090.0
91670.0
91670.0
91620.0
91290.0
91160.0
91000.0
90890.0
90800.0
90640.0
90590.0
90040.0
89830.0
89830.0
89770.0
89680.0
89620.0
89370.0
89310.0
89300.0
89160.0
89150.0
89140.0
89000.0
88930.0
88690.0
88370.0
88010.0
87780.0
87610.0
87510.0
87400.0
87200.0
87090.0
87020.0
86950.0
86470.0
86380.0
86210.0
86130.0
85690.0
85370.0
85260.0
85040.0
84940.0
84900.0
84820.0
84720.0
84550.0
84200.0
84140.0
84000.0
83960.0
83820.0
83680.0
83660.0
83480.0
83360.0
83340.0
83230.0
83200.0
83110.0
83090.0
83050.0
83040.0
82970.0
82960.0
82950.0
82930.0
82870.0
82680.0
82340.0
82330.0
82190.0
81960.0
81680.0
81470.0
81460.0
81460.0
81360.0
81310.0
81290.0
81250.0
81160.0
81160.0
81140.0
80870.0
80570.0
80560.0
80530.0
80520.0
80400.0
80340.0
80320.0
80180.0
79930.0
79900.0
79770.0
79730.0
79730.0
79720.0
79500.0
79260.0
79170.0
79170.0
79120.0
79090.0
79050.0
79010.0
78950.0
78870.0
78650.0
78610.0
78560.0
78540.0
78480.0
78340.0
78310.0
78260.0
78130.0
78130.0
78050.0
77670.0
77620.0
77600.0
77590.0
77510.0
77500.0
77360.0
77110.0
77090.0
76300.0
76280.0
76210.0
76060.0
76040.0
75920.0
75560.0
75510.0
75420.0
75360.0
75330.0
75310.0
75270.0
75170.0
74650.0
74040.0
74020.0
73930.0
73860.0
73800.0
73770.0
73420.0
73400.0
73290.0
73260.0
73150.0
73130.0
73050.0
72840.0
72810.0
72640.0
72470.0
72170.0
72100.0
72060.0
71990.0
71960.0
71940.0
71860.0
71740.0
71570.0
71530.0
71320.0
71160.0
71090.0
71050.0
70890.0
70410.0
70330.0
70300.0
70280.0
70240.0
70000.0
69980.0
69930.0
69920.0
69850.0
69850.0
69820.0
69650.0
69650.0
69550.0
69500.0
69400.0
69370.0
69370.0
69330.0
69310.0
69140.0
68990.0
68790.0
68750.0
68680.0
68610.0
68540.0
68490.0
68410.0
68240.0
68210.0
68160.0
67950.0
67950.0
67870.0
67600.0
67590.0
67550.0
67300.0
67130.0
67110.0
67060.0
67050.0
66990.0
66900.0
66870.0
66850.0
66640.0
66580.0
66490.0
66150.0
66150.0
66050.0
65950.0
65700.0
65700.0
65540.0
65450.0
65440.0
65320.0
65110.0
65080.0
65060.0
64980.0
64700.0
64660.0
64570.0
64520.0
64410.0
64360.0
64340.0
64290.0
64200.0
64020.0
63830.0
63810.0
63730.0
63630.0
63420.0
63200.0
63200.0
63180.0
63170.0
63140.0
63140.0
63040.0
62850.0
62850.0
62830.0
62680.0
62640.0
62560.0
62560.0
62190.0
62130.0
61900.0
61880.0
61790.0
61590.0
61580.0
61580.0
61570.0
61440.0
61390.0
61320.0
61060.0
61020.0
60850.0
60760.0
60740.0
60710.0
60650.0
60510.0
60490.0
60270.0
60260.0
60200.0
60180.0
60130.0
59970.0
59810.0
59630.0
59280.0
59180.0
59170.0
59110.0
59080.0
58970.0
58820.0
58770.0
58720.0
58580.0
58540.0
58510.0
58180.0
58120.0
58090.0
58000.0
57960.0
57810.0
57740.0
57660.0
57660.0
57620.0
57600.0
57590.0
57520.0
57330.0
57300.0
57230.0
57230.0
57190.0
56800.0
56740.0
56680.0
56500.0
56310.0
56170.0
56060.0
55930.0
55850.0
55740.0
55390.0
55200.0
55020.0
54680.0
54360.0
54260.0
54100.0
54040.0
53790.0
53760.0
53720.0
53510.0
53460.0
53460.0
53340.0
53260.0
53250.0
53230.0
52980.0
52920.0
52900.0
52820.0
52790.0
52470.0
52420.0
52410.0
52410.0
52360.0
52140.0
52060.0
52050.0
51940.0
51720.0
51350.0
51310.0
51240.0
51150.0
51020.0
50680.0
50610.0
50600.0
50580.0
50510.0
50280.0
50270.0
49980.0
49930.0
49740.0
49710.0
49580.0
49380.0
49210.0
49200.0
49100.0
48940.0
48850.0
48840.0
48660.0
48540.0
48530.0
48460.0
48390.0
48360.0
48310.0
48280.0
48100.0
48040.0
47930.0
47870.0
47860.0
47750.0
47650.0
47630.0
47320.0
47210.0
47210.0
47180.0
46380.0
46280.0
46210.0
46200.0
45920.0
45860.0
45790.0
45790.0
45740.0
45710.0
45600.0
45420.0
44970.0
44930.0
44920.0
44830.0
44780.0
44710.0
44600.0
44410.0
44200.0
44130.0
44060.0
42770.0
42730.0
42620.0
42570.0
42290.0
42270.0
41910.0
41850.0
41420.0
41070.0
40730.0
40200.0
40080.0
40060.0
40020.0
39840.0
39810.0
39800.0
39660.0
39440.0
39360.0
39200.0
39140.0
38630.0
38150.0
38010.0
37630.0
37260.0
37150.0
36980.0
36340.0
36340.0
35790.0
35520.0
34810.0
34480.0
34100.0
""
""
""
""
